id,ws_token,oc,total,estado,response,fecha,fetchtbk,cod_aut,t_tarjeta,n_ctas,c_ctas,n_tarjetas
210,NULL,303,511761,pendiente,NULL,26/08/2020,NULL,NULL,NULL,NULL,NULL,NULL
211,NULL,304,440110,pendiente,NULL,26/08/2020,NULL,NULL,NULL,NULL,NULL,NULL
212,e1fe9bb7a1cd4989c5656197f0202d3cb6db5ad90e8535e0000f51b127ed0001,305,325696,aceptada,0,26/08/2020,2020-08-26T17:07:34.190-04:00,156677,VD,0,,1111
213,e367bc56e67372b857df52d796a6f5a2121ae2f841749909ac8352c25d520411,306,263542,aceptada,0,26/08/2020,2020-08-26T17:12:44.194-04:00,206595,VD,0,,1111
214,e6fcc31e6d77e6d3bda92ac9f3b5128d1e676f01ab7a949c1f14caed26fe833b,307,302118,aceptada,0,26/08/2020,2020-08-26T17:16:43.412-04:00,193843,VD,0,,1111
215,ef96285cdaaa0d121a4dcc8e9b5a54d58baf9b440a3dfa954b87095e3047e226,308,184130,aceptada,0,26/08/2020,2020-08-26T17:19:38.697-04:00,635899,VD,0,,1111
216,e3b589e93e30050c61a0369e9a175c95e6c82ebc55a50dcfd24deac7562a1b16,309,150546,aceptada,0,26/08/2020,2020-08-26T17:24:44.638-04:00,172235,VD,0,,1111
217,ebdcc48c867b831ab154908169b32dd9f5e7f457dcc352df968e9290bce41e1a,310,101324,aceptada,0,26/08/2020,2020-08-26T18:42:56.850-04:00,214694,VD,0,,1111
218,e31d9b0e5da743f14c84b9cbf09d638afe40e7aae7d42bb0f79fad20bf511c03,311,203138,aceptada,0,27/08/2020,2020-08-27T07:48:20.452-04:00,202173,VD,0,,1111
219,e39733c47a2af328f192ab8a49cf8b060992d0d527423af748067aedba694d48,312,518388,aceptada,0,27/08/2020,2020-08-27T07:55:58.683-04:00,120302,VD,0,,1111
220,ecbf13b20fc9de20a20782c551b87320e0f0fe113123ac181a8af4db65b9796f,313,253139,aceptada,0,27/08/2020,2020-08-27T07:57:54.055-04:00,471771,VD,0,,1111
221,e038d341e10821b046d1a481aaf3d83addb431972853c3e49e5ce51d7d180d0e,314,3582071,aceptada,0,27/08/2020,2020-08-27T08:00:01.356-04:00,206542,VD,0,,1111
222,eeff7b8a0221826702e551f4d84b9a3df5ccee6e927095216717d4e06504e079,315,2534013,aceptada,0,27/08/2020,2020-08-27T08:02:48.459-04:00,157964,VD,0,,1111
223,e38c7e721b218f3ca624be1edc1ef8350b0fab0ce48ed4bc1886ed5f8e329a3a,316,7372286,aceptada,0,27/08/2020,2020-08-27T08:05:33.831-04:00,232708,VD,0,,1111
224,eb7e0098350322233c841bad4854ba9b7e40c18cd3832c04ca2c9e0b8a455c00,317,542045,aceptada,0,27/08/2020,2020-08-27T08:07:07.433-04:00,550569,VD,0,,1111
225,NULL,318,160870,pendiente,NULL,27/08/2020,NULL,NULL,NULL,NULL,NULL,NULL
226,NULL,319,106572,pendiente,NULL,27/08/2020,NULL,NULL,NULL,NULL,NULL,NULL
227,NULL,320,1412649,pendiente,NULL,30/08/2020,NULL,NULL,NULL,NULL,NULL,NULL
228,NULL,321,649588,pendiente,NULL,31/08/2020,NULL,NULL,NULL,NULL,NULL,NULL
229,e9d1d6c8616636b3c29dd135fce7fbfeae41612bebf953eda86965256aca0db2,322,535500,aceptada,0,2/9/2020,2020-09-02T12:54:56.737-04:00,573054,SI,3,178500,3692
230,efe5c5c8efc2b34f5c8bbdefc1763f4987353209d977ed739daaf7db5011496a,323,89415,aceptada,0,2/9/2020,2020-09-02T13:30:36.533-04:00,183177,VD,0,,1111
231,e823a1f04cc97db961af722269614046bdeb6d8964ed804e24ed824e4b150fcb,324,121387,aceptada,0,2/9/2020,2020-09-02T13:32:31.159-04:00,129193,VD,0,,1111
232,e78c952962cdf3e48ab9e356431ba2b539d7f58801cfea39fbaf261289057cd8,325,535500,aceptada,0,2/9/2020,2020-09-02T13:41:19.986-04:00,251689,VD,0,,1111
233,e142c91e7a83e0b3ee9dca8ab684e734e323a55220bb64c0cb6f2984c1253618,326,437980,aceptada,0,2/9/2020,2020-09-02T13:54:23.271-04:00,363922,VD,0,,1111
234,e99315a50bb1c1f673eda882d0140cc75ee3b64437b6cf4c832d8b29eb5c4212,327,582525,aceptada,0,2/9/2020,2020-09-02T13:57:32.112-04:00,200661,VD,0,,1111
235,eb82aa07a8771aa5a2c748f8e46ee6e22dbd4ddf7f68d78b105598e82accbe2f,328,1,aceptada,0,2/9/2020,2020-09-02T14:00:54.739-04:00,191218,VD,0,,1111
236,e217cb17503ee525c8cc6f9e5f2576bbb975a394e3b946f77a647b4452e7a888,329,317360,aceptada,0,2/9/2020,2020-09-02T14:06:50.082-04:00,185872,VD,0,,1111
237,eaeb3fb065f4856f1d607b814c8409f1badf350f972092d43929a135302acc88,330,458770,aceptada,0,2/9/2020,2020-09-02T14:17:54.695-04:00,179175,VD,0,,1111
238,NULL,331,149776,pendiente,NULL,2/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
239,NULL,332,149776,pendiente,NULL,2/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
240,NULL,333,314450,pendiente,NULL,2/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
241,e2a661c8fb353784ad6a990877d99f0828435945d12c7c7e73a3095b94a03de4,334,242484,aceptada,0,2/9/2020,2020-09-02T14:26:44.601-04:00,107385,VD,0,,1111
242,e5375247614fefdff687f791b0f9bd7fa809aa016a43cfa5aae201934fa67be9,335,404310,aceptada,0,2/9/2020,2020-09-02T14:34:10.577-04:00,496582,VD,0,,1111
243,ef2a7d2d7ddbeaa97b4472d43641d1a9673de60179e8b2c588c159f44167c9e9,336,663089,aceptada,0,3/9/2020,2020-09-03T10:03:03.508-04:00,487485,VD,0,,1111
244,eeb30349c3a58b797d3db5dca2265ae14310e838948140ecf999bdea0d6f4b22,337,149776,aceptada,0,3/9/2020,2020-09-03T10:11:18.203-04:00,107340,VD,0,,1111
245,e7397c14031f067c8b1aa85f100ae5d4546a274923ea79f16edf3c9036e8d4c0,338,150546,aceptada,0,3/9/2020,2020-09-03T10:27:52.921-04:00,108718,VD,0,,1111
246,e95707b0cbf2f0d6e5f5a6220a5534c59f5a882f67357e62ef7893eee81c1eef,339,1,aceptada,0,3/9/2020,2020-09-03T10:35:21.956-04:00,6889,VD,0,,4264
247,NULL,340,84995,pendiente,NULL,3/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
248,NULL,341,78265,pendiente,NULL,4/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
249,NULL,342,92564,pendiente,NULL,7/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
250,NULL,343,29355,pendiente,NULL,7/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
251,e335b0e6b9cb9e505f9a41c987c94ac0760d019f5de67a5ed471552e5b280bfa,344,874326,aceptada,0,7/9/2020,2020-09-07T21:56:39.460-03:00,1863,SI,3,291442,9428
252,e0e72aa81b542edfc9a1a0b373e7b6e0536d7aa2eebbcd40412743a6df6e9a6b,345,137144,aceptada,0,8/9/2020,2020-09-08T09:01:57.124-03:00,193673,VD,0,,1111
253,NULL,346,232697,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
254,e881e008f7f294914728ceae1520aab666cf84f920fcd9a4f49951023483cce5,347,807002,aceptada,0,8/9/2020,2020-09-08T09:29:51.657-03:00,121988,VD,0,,1111
255,ef6de161cf7451f03003d1417aaaa1b9b1df02dc7248580a1bdd07b4b46ec675,348,323294,aceptada,0,8/9/2020,2020-09-08T09:33:53.794-03:00,117392,VD,0,,1111
256,NULL,349,863476,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
257,eed53f186b48ec05a71f669cc4eb061452c30d3b9ab73d617f761b1c511ca19e,350,311616,aceptada,0,8/9/2020,2020-09-08T11:32:52.511-03:00,153273,VD,0,,1111
258,ec42422b06b48883cf9884a1e9785848faa21a05de5e4667de1467be0820e090,351,311616,aceptada,0,8/9/2020,2020-09-08T11:37:42.233-03:00,131290,VD,0,,1111
259,NULL,352,311616,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
260,ee2003434e00915748196b44732796729097af2328d7d028fd89c502b049e62c,353,311826,aceptada,0,8/9/2020,2020-09-08T11:41:59.618-03:00,147517,VD,0,,1111
261,e2854a31d90ea7a16bb5b00f56d42920e124381ef91fb15937b1949b1b8205a1,354,465721,aceptada,0,8/9/2020,2020-09-08T11:50:20.542-03:00,145415,VD,0,,1111
262,e3246c46e97b6ef1f1c9d0873ceeb7a77314304f248569c82b909123a327bbed,355,2729079,aceptada,0,8/9/2020,2020-09-08T12:48:14.143-03:00,123518,VD,0,,1111
263,e955065d0dffe3be78fd29b9c27ec6aa67c13971ab9011fbe39a27679cc7d805,356,259330,aceptada,0,8/9/2020,2020-09-08T13:01:03.882-03:00,176302,VD,0,,1111
264,e72762d743e5b26161c31e36951e2eb9ac3bf89241cb18943a71bffa3fef8534,357,652089,aceptada,0,8/9/2020,2020-09-08T13:03:02.792-03:00,162174,VD,0,,1111
265,e7c6a07b7e9cdd2c371eef73f32c0aa8591b1c2a1ba4c84ebff835fb5433bb14,358,652089,aceptada,0,8/9/2020,2020-09-08T13:06:34.606-03:00,155332,VD,0,,1111
266,ea4432ce60bc0b44b566e92dc8facba3f29436ce45abd42bd264306034a81ef7,359,652089,aceptada,0,8/9/2020,2020-09-08T13:13:23.042-03:00,141301,VD,0,,1111
267,e2dfb27090aa15fdfcd21de6b031f43e5a5bdc6c6cd87d3166166780a299aaf5,360,652089,aceptada,0,8/9/2020,2020-09-08T13:15:37.423-03:00,145424,VD,0,,1111
268,e96dd5edcfba22e91f0693bccf9eb2da2007146066dd8ceb0069eef94d994009,361,652089,aceptada,0,8/9/2020,2020-09-08T13:16:58.512-03:00,159918,VD,0,,1111
269,NULL,362,652089,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
270,e7ce70d487bdafa863defc9a06ca52549b95d3280d9c99706f014a8ee49a950a,363,652089,aceptada,0,8/9/2020,2020-09-08T13:19:57.903-03:00,728460,VD,0,,1111
271,e1405fb0157a96778f287070ad8379e3af36d05cf53f170f1b6b28e6706b108c,364,1079854,aceptada,0,8/9/2020,2020-09-08T13:21:08.335-03:00,371249,VD,0,,1111
272,e52f7d5229ade9c710a4e3a6bfc42e0d5a18e2e51731401a63868080500ec2db,365,1079854,aceptada,0,8/9/2020,2020-09-08T13:53:21.397-03:00,220348,VD,0,,1111
273,e03f79f01674efa32742994b5e8dd2c91fe92fdd4c3106f2e264fbb4233abed1,366,1079854,aceptada,0,8/9/2020,2020-09-08T13:55:39.318-03:00,552804,VD,0,,1111
274,ea1366a9ebed0ba42fb27834298cbb671200f181e80d01bb6c0c8c1c15000cc0,367,177423,aceptada,0,8/9/2020,2020-09-08T13:58:06.744-03:00,950272,VD,0,,1111
275,e718749cffe724d92f8f5fc4f7a03da74f43d980d882ea321fb31edc4b1d8177,368,420206,aceptada,0,8/9/2020,2020-09-08T14:03:32.547-03:00,188179,VD,0,,1111
276,e63154eca06c89e5dcc88ec290826f019a57dd82ea7e6aad5aeafe5ebfdb6ebc,369,420206,aceptada,0,8/9/2020,2020-09-08T14:10:12.722-03:00,848702,VD,0,,1111
277,e554ee5b0880d0a49139f570cc264bff3ba3785d213b1c63cb9c173dcc332c11,370,443759,aceptada,0,8/9/2020,2020-09-08T14:11:59.004-03:00,202946,VD,0,,1111
278,e6567952e524f862a2f4c623a5f22c4bef3ce61f2bc2fa033913a1048f2af690,371,443759,aceptada,0,8/9/2020,2020-09-08T14:13:48.370-03:00,540617,VD,0,,1111
279,efb6d004d257b11417266c55f3d4f253a7371dd47cdc46eedfc0ece3f906f4b0,372,359711,aceptada,0,8/9/2020,2020-09-08T14:15:57.482-03:00,294142,VD,0,,1111
280,e3b0800da0947d4c986f8940816bc0381156d9d187de1cf8fdf89c315359c4ea,373,359711,aceptada,0,8/9/2020,2020-09-08T14:19:42.257-03:00,134721,VD,0,,1111
281,ec0aa750db8d238b35aa6d8f7df7d9ba0d1db35dcfb3da66fba4222ab3760ad5,374,405803,aceptada,0,8/9/2020,2020-09-08T14:21:11.718-03:00,621846,VD,0,,1111
282,e4ca5748254409ff92d4956379bcd26ed12d29ed78a2e1ac0d61fd4d59462a53,375,331405,aceptada,0,8/9/2020,2020-09-08T14:24:28.945-03:00,116279,VD,0,,1111
283,ec4eb34b517572cda587d535e978bb23eb5ac019c7e45e332f50e2cfedd89c87,376,454698,aceptada,0,8/9/2020,2020-09-08T14:28:18.415-03:00,846670,VD,0,,1111
284,e8ec2029d8fff17d919be3c545d621e2ebec625d0be05853ac1f9efa3441738b,377,443380,aceptada,0,8/9/2020,2020-09-08T14:45:40.542-03:00,185566,VD,0,,1111
285,NULL,378,137308,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
286,eafa0742efd84fffa5d89968671fed2dcf3977e00d004c8218e47f1847562f91,379,272486,aceptada,0,8/9/2020,2020-09-08T14:47:54.266-03:00,940926,VD,0,,1111
287,NULL,380,137308,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
288,NULL,381,171635,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
289,NULL,382,172695,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
290,NULL,383,127658,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
291,NULL,384,384813,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
292,NULL,385,777300,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
293,NULL,386,876817,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
294,NULL,387,1058572,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
295,NULL,388,1058572,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
296,NULL,389,1166743,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
297,NULL,390,1369880,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
298,NULL,391,1544754,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
299,NULL,392,1787624,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
300,NULL,393,394267,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
301,NULL,394,394267,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
302,NULL,395,159278,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
303,NULL,396,159278,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
304,NULL,397,232315,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
305,NULL,398,170577,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
306,NULL,399,170577,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
307,NULL,400,170577,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
308,NULL,401,170577,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
309,NULL,402,170577,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
310,e3fcdea6b996a5fd30d04cdd68aaee67905d1b6e79121fcf85b0d6e0a8894f13,403,170577,aceptada,0,8/9/2020,2020-09-08T16:35:07.861-03:00,199415,VD,0,,1111
311,NULL,404,307736,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
312,e6c497e1dfefcebca2256ed1371fb2811b0c1d6749af5a69d04d36a6d352ceb7,405,307736,aceptada,0,8/9/2020,2020-09-08T17:08:18.954-03:00,449788,VD,0,,1111
313,eee59c0987ab9641ff135d5800799b6f835d2d4bd87d3c79a5f6d5b499c2083b,406,126109,aceptada,0,8/9/2020,2020-09-08T17:11:15.160-03:00,292103,VD,0,,1111
314,ed5e4d5a4afd2286d6a4eef865b143883e633074dcd3999857485158a7a2a747,407,295187,aceptada,0,8/9/2020,2020-09-08T17:16:26.847-03:00,497733,VD,0,,1111
315,ead20d06e03076e3954b73d3d67f66ff5c6c924623f32770b5d6911bf82f0943,408,420059,aceptada,0,8/9/2020,2020-09-08T17:18:21.142-03:00,175661,VD,0,,1111
316,efd507c43e9753fead2f4ad42561a87499ff361b8e8d1ac5c8dc0143db1cdcd5,409,279694,aceptada,0,8/9/2020,2020-09-08T17:20:34.731-03:00,113089,VD,0,,1111
317,ef15bb8200f03a78077b76cb4d1d4240d4017ad2c2a68d8edf325c5f3730e0cd,410,251706,aceptada,0,8/9/2020,2020-09-08T17:23:09.064-03:00,163824,VD,0,,1111
318,e6947277f0c28bd61ab3a5d44ffbad7b11608fd1a4a0ce39c0d053b3d555e94d,411,197960,aceptada,0,8/9/2020,2020-09-08T17:26:40.746-03:00,960563,VD,0,,1111
319,ef95e891d8d967d5d949a8b3734b71ca51e025d4a45cb1883068323853096273,412,105545,aceptada,0,8/9/2020,2020-09-08T17:31:54.132-03:00,159900,VD,0,,1111
320,eaf0533e54668a16784d12d11caea162d320f18c8b4d1bd019bc4acf3bf6f597,413,279694,aceptada,0,8/9/2020,2020-09-08T17:34:17.545-03:00,155331,VD,0,,1111
321,e381478c6781a29cd9478a6e5f46d9acf2a5a551925a4572943fa4df29fda6c2,414,515813,aceptada,0,8/9/2020,2020-09-08T17:35:53.090-03:00,122825,VD,0,,1111
322,e0d742eac1609d15c2a08885f8d9f566b93a7522863a582cbf1cfa8b9479a782,415,280207,aceptada,0,8/9/2020,2020-09-08T17:38:07.473-03:00,181476,VD,0,,1111
323,NULL,416,431855,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
324,e7af2ca1f12d27494e1912241aa4ae870958ca482cafab617bbad81bc7448439,417,431855,aceptada,0,8/9/2020,2020-09-08T17:42:09.987-03:00,165675,VD,0,,1111
325,e48b75a8cb2fac24ab33e82e06da13298b329f68ef6e824ca5e005bc5571d4e9,418,255165,aceptada,0,8/9/2020,2020-09-08T17:46:32.681-03:00,143638,VD,0,,1111
326,ed3c57ead0f2569c1c0c28dd57a12b610484c6a795edc6a3d4cf12b0ecc6c100,419,182733,aceptada,0,8/9/2020,2020-09-08T17:51:39.519-03:00,146778,VD,0,,1111
327,e632341ef5dfe43d915759d233e2fad67e6398cd705a0cbf4ede3cd543c17da1,420,404643,aceptada,0,8/9/2020,2020-09-08T17:54:05.999-03:00,149678,VD,0,,1111
328,e6a0ac469c1f873eb1000ee49c13873adeb9e495d123a52215c14d5afac12f9b,421,451636,aceptada,0,8/9/2020,2020-09-08T17:59:10.022-03:00,177490,VD,0,,1111
329,e8e900e98d62e6272a699ca13adfe3b0990b90376da3bacf4984f536cf7cb993,422,448997,aceptada,0,8/9/2020,2020-09-08T18:00:49.519-03:00,105406,VD,0,,1111
330,e4880000f105f7f860794dbb429a392bf687fc3f33a122e24fd3e076d2345d52,423,172695,aceptada,0,8/9/2020,2020-09-08T18:02:25.290-03:00,431508,VD,0,,1111
331,e535b5ba1c5afb3b0ab880599fb0d29afbda20456ad2ed14c9672447c4525188,424,159278,aceptada,0,8/9/2020,2020-09-08T18:05:14.017-03:00,100827,VD,0,,1111
332,ed1b44913173295a4827aeefacf4e24cd27bf87c7c40e9b297268590f6e5eb82,425,370006,aceptada,0,8/9/2020,2020-09-08T18:06:50.839-03:00,200426,VD,0,,1111
333,e75a4b11f072bf54116604a11640e0358f7f973a56b96437348aedfe356ce026,426,370006,aceptada,0,8/9/2020,2020-09-08T18:08:29.404-03:00,113139,VD,0,,1111
334,ea1d8c21ef83745e0a5b1749fb240fe2788cda32749469ef948e0ae9e758360f,427,246349,aceptada,0,8/9/2020,2020-09-08T18:15:13.091-03:00,121072,VD,0,,1111
335,NULL,428,610988,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
336,e6923212e9894f377a7116fa4507e47a9d6b61c59e5c53737b64472192554e8b,429,602056,aceptada,0,8/9/2020,2020-09-08T18:24:28.150-03:00,123637,VD,0,,1111
337,e98242a31a65a3d4847012dd2580e75cb69c3b273cd4f3a4064a0a392b94de88,430,1,aceptada,0,8/9/2020,2020-09-08T18:30:29.319-03:00,55,VD,0,,4264
338,NULL,431,1,pendiente,NULL,8/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
339,e66d9184f73d0eea133ab288667b4f877641aa88a5941c809b917d08f5173952,432,1,aceptada,0,9/9/2020,2020-09-09T03:29:59.975-03:00,1380,VD,0,,4264
340,e09de1df5b91f13f0b301650f49dd32c76810053ae0bbe49a4a0e298132b6fb9,433,184130,aceptada,0,9/9/2020,2020-09-09T03:51:43.104-03:00,168406,VD,0,,1111
341,ecedbdfac27ffff09c5450b266d8a23fc65fbdf5422e1bfa0990d521071f573c,434,171635,aceptada,0,9/9/2020,2020-09-09T03:55:21.241-03:00,174591,VD,0,,1111
342,e5b89758da8899d42b34a42403d2fd58866fab5cd9336c345ca09366d8bb1a42,435,127658,aceptada,0,9/9/2020,2020-09-09T03:58:13.726-03:00,179063,VD,0,,1111
343,e9dfbbaa5a3ec43bc85eb24235d16439aee7fadb20c6982d9818141125961000,436,58710,aceptada,0,9/9/2020,2020-09-09T10:18:04.252-03:00,136802,VD,0,,8869
344,e09afb9166d0c5db08fdef5041b20b35cb7e3d185248a390d211e37782634780,437,58710,aceptada,0,9/9/2020,2020-09-09T23:49:12.738-03:00,4711,VD,0,,7002
345,NULL,438,674511,pendiente,NULL,11/9/2020,NULL,NULL,NULL,NULL,NULL,NULL
346,NULL,439,261029,pendiente,NULL,14/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
347,NULL,440,42497,pendiente,NULL,14/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
348,NULL,441,261029,pendiente,NULL,14/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
349,e7e418431e39bca077c8f9566eb6a3a8e19a7916b325f55122cf0e82b37d83de,442,261029,aceptada,0,14/09/2020,2020-09-14T16:36:44.106-03:00,573879,VN,0,,7888
350,NULL,443,524790,pendiente,NULL,14/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
351,NULL,444,524790,pendiente,NULL,15/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
352,NULL,445,524790,pendiente,NULL,15/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
353,NULL,447,524790,pendiente,NULL,15/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
354,e5ddfb07d46e8bf46a43d7a80cde31e2b69799ad9f5b2822047309b3d4d1249f,448,524790,aceptada,0,15/09/2020,2020-09-15T16:52:36.173-03:00,554261,VN,0,,2467
355,NULL,449,318556,pendiente,NULL,21/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
356,NULL,450,185128,pendiente,NULL,25/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
357,NULL,451,185128,pendiente,NULL,25/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
358,e9774ebf5836d3fa64d423ea6ca7cbdaf5d18b25e48c8e479bb3fe693dfc6421,452,185128,aceptada,0,25/09/2020,2020-09-25T13:45:32.768-03:00,208095,VD,0,,51
359,NULL,453,1783574,pendiente,NULL,28/09/2020,NULL,NULL,NULL,NULL,NULL,NULL
360,NULL,454,578322,pendiente,NULL,6/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
361,NULL,455,200722,pendiente,NULL,6/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
362,NULL,456,78265,pendiente,NULL,6/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
363,NULL,457,302077,pendiente,NULL,13/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
364,NULL,458,170099,pendiente,NULL,21/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
365,NULL,459,170099,pendiente,NULL,21/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
366,NULL,460,478980,pendiente,NULL,25/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
367,NULL,461,174647,pendiente,NULL,25/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
368,NULL,462,1927705,pendiente,NULL,27/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
369,NULL,463,324925,pendiente,NULL,28/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
370,NULL,464,502480,pendiente,NULL,29/10/2020,NULL,NULL,NULL,NULL,NULL,NULL
371,ed306a7e12e5fbb0f4120af754bcc33d727bc3863597febaf1249f8c83664a6e,465,502480,aceptada,0,29/10/2020,2020-10-29T15:03:31.023-03:00,35918,NC,12,41874,5781
372,ec01c7ab47d1ae71d0dd3dd232a126f6f56a4f178397abf4ed9b9e5812f22d43,466,1345516,aceptada,0,4/11/2020,2020-11-04T09:34:43.695-03:00,367503,SI,3,448506,2247
373,ed87c78d2f91b688061bee9b0f22d9d4c966eaae3660624d48a43361efb20d21,467,115937,aceptada,0,5/11/2020,2020-11-05T00:41:28.311-03:00,68992,VD,0,,4983
374,1131750634feefa2021da737ed08fb44877664dfa82b0d1a34b0d0df67dff897,468,689010,aceptada,0,6/11/2020,2020-11-06T14:41:53.623-03:00,245569,NC,10,68901,1854
375,NULL,469,159541,pendiente,NULL,12/11/2020,NULL,NULL,NULL,NULL,NULL,NULL
376,NULL,470,149857,pendiente,NULL,13/11/2020,NULL,NULL,NULL,NULL,NULL,NULL
377,NULL,471,497272,pendiente,NULL,14/11/2020,NULL,NULL,NULL,NULL,NULL,NULL
378,NULL,472,201812,pendiente,NULL,16/11/2020,NULL,NULL,NULL,NULL,NULL,NULL
379,NULL,473,68496,pendiente,NULL,24/11/2020,NULL,NULL,NULL,NULL,NULL,NULL
380,NULL,474,136999,pendiente,NULL,30/11/2020,NULL,NULL,NULL,NULL,NULL,NULL
381,NULL,475,905983,pendiente,NULL,3/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
382,NULL,476,905983,pendiente,NULL,3/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
383,NULL,477,157128,pendiente,NULL,3/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
384,NULL,478,274005,pendiente,NULL,3/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
385,NULL,479,274005,pendiente,NULL,3/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
386,NULL,480,154700,pendiente,NULL,3/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
387,1131214d53dd973a74538188de4c50316aaa940e28ea38c1dd10ae7d4c2b48f9,481,154700,aceptada,0,3/12/2020,2020-12-03T21:08:07.594-03:00,628050,VD,0,,9013
388,11314c36c1f2193cf53032d4d401b5d7a0032039319822a2100c6a0869c73043,482,310866,rechazada,-1,9/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
389,1131271f9cbaebd9c1044004a1455858678d1d20575922d8284f47a9094d1aad,483,310866,rechazada,-1,9/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
390,NULL,484,196689,pendiente,NULL,13/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
391,1231414492d7f54aa1b85e949232c6c4be1d694f0205958d6721921d93a6166d,485,563879,rechazada,-3,13/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
392,12317a70f4afbaaa15f631cfc5aa7896fe01d5b9cc489b18f410205339250917,486,584385,aceptada,0,14/12/2020,2020-12-14T12:35:12.421-03:00,596496,SI,3,194795,9186
393,NULL,487,579254,pendiente,NULL,16/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
394,NULL,488,579254,pendiente,NULL,16/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
